VENTALV,DISCONNECT,HRSAT,PVSAT,ANAPHYLAXIS,PAP,KINKEDTUBE,PCWP,STROKEVOLUME,LVEDVOLUME,LVFAILURE,HYPOVOLEMIA,EXPCO2,VENTMACH,VENTTUBE,HRBP,INTUBATION,PRESS,HREKG,HR,FIO2,CATECHOL,SHUNT,BP,CO,ERRLOWOUTPUT,SAO2,ARTCO2,HISTORY,TPR,MINVOLSET,INSUFFANESTH,ERRCAUTER,VENTLUNG,CVP,MINVOL,PULMEMBOLUS
NORMAL,TRUE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL,LOW,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,ONESIDED,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,LOW,NORMAL,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,LOW,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,NORMAL,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,TRUE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,LOW,NORMAL,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL,LOW,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,TRUE,LOW,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,LOW,LOW,LOW,TRUE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,TRUE,LOW,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,TRUE,LOW,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,TRUE,FALSE,LOW,NORMAL,HIGH,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,HIGH,HIGH,NORMAL,NORMAL,LOW,NORMAL,LOW,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,LOW,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,LOW,LOW,TRUE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,LOW,FALSE,LOW,HIGH,TRUE,HIGH,NORMAL,FALSE,FALSE,ZERO,LOW,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
NORMAL,FALSE,HIGH,LOW,FALSE,NORMAL,TRUE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,LOW,NORMAL,FALSE,FALSE,NORMAL,NORMAL,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,HIGH,HIGH,FALSE,HIGH,LOW,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,HIGH,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,LOW,LOW,LOW,TRUE,FALSE,LOW,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,HIGH,LOW,TRUE,NORMAL,HIGH,TRUE,FALSE,LOW,LOW,HIGH,FALSE
LOW,FALSE,HIGH,LOW,TRUE,HIGH,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,TRUE,FALSE,ZERO,NORMAL,ZERO,FALSE
NORMAL,TRUE,HIGH,LOW,FALSE,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,HIGH,ONESIDED,LOW,HIGH,HIGH,NORMAL,HIGH,HIGH,NORMAL,HIGH,FALSE,LOW,NORMAL,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,NORMAL,FALSE
HIGH,TRUE,NORMAL,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,LOW,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,NORMAL,FALSE,TRUE,LOW,NORMAL,HIGH,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,LOW,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,LOW,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,LOW,NORMAL,LOW,LOW,NORMAL,LOW,NORMAL,NORMAL,HIGH,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,HIGH,NORMAL,NORMAL,FALSE,LOW,NORMAL,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,TRUE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL,LOW,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,LOW,LOW,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,ZERO,ZERO,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,HIGH,LOW,FALSE,LOW,NORMAL,TRUE,FALSE,LOW,NORMAL,HIGH,FALSE
HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,HIGH,HIGH,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,LOW,HIGH,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
LOW,FALSE,NORMAL,LOW,FALSE,LOW,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,HIGH,ONESIDED,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,TRUE,LOW,NORMAL,LOW,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,NORMAL,TRUE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,NORMAL,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,TRUE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,NORMAL,LOW,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,FALSE,HIGH,LOW,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,NORMAL,HIGH,FALSE
NORMAL,TRUE,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,ZERO,LOW,ONESIDED,LOW,NORMAL,NORMAL,LOW,NORMAL,HIGH,LOW,NORMAL,FALSE,LOW,NORMAL,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,NORMAL,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,TRUE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,NORMAL,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,TRUE,FALSE,ZERO,NORMAL,ZERO,FALSE
HIGH,TRUE,HIGH,NORMAL,FALSE,LOW,FALSE,LOW,LOW,LOW,TRUE,FALSE,LOW,LOW,ZERO,NORMAL,NORMAL,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,LOW,LOW,FALSE,NORMAL,LOW,TRUE,NORMAL,LOW,FALSE,FALSE,LOW,LOW,HIGH,FALSE
LOW,FALSE,NORMAL,LOW,FALSE,HIGH,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,HIGH,NORMAL,LOW,FALSE
ZERO,FALSE,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,TRUE,ZERO,NORMAL,ZERO,FALSE
LOW,TRUE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,HIGH,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,HIGH,NORMAL,LOW,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,ZERO,NORMAL,NORMAL,HIGH,LOW,NORMAL,NORMAL,HIGH,HIGH,LOW,LOW,TRUE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,HIGH,ZERO,FALSE
LOW,FALSE,HIGH,LOW,FALSE,NORMAL,TRUE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,ESOPHAGEAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,LOW,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,LOW,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,LOW,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,NORMAL,FALSE
HIGH,FALSE,LOW,NORMAL,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,ZERO,ZERO,LOW,NORMAL,HIGH,LOW,NORMAL,LOW,NORMAL,NORMAL,LOW,LOW,FALSE,NORMAL,LOW,FALSE,HIGH,NORMAL,FALSE,FALSE,LOW,HIGH,HIGH,FALSE
LOW,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,NORMAL,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,HIGH,ONESIDED,HIGH,HIGH,HIGH,NORMAL,HIGH,HIGH,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,FALSE
HIGH,FALSE,HIGH,HIGH,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,NORMAL,HIGH,HIGH,HIGH,ESOPHAGEAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,HIGH,LOW,FALSE,NORMAL,HIGH,FALSE,FALSE,NORMAL,LOW,LOW,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,HIGH,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,LOW,NORMAL,FALSE,LOW,HIGH,TRUE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,ZERO,NORMAL,LOW,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,TRUE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,NORMAL,FALSE,NORMAL,FALSE,HIGH,NORMAL,HIGH,FALSE,TRUE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,NORMAL,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,LOW,NORMAL,HIGH,LOW,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,NORMAL,LOW,HIGH,FALSE,LOW,HIGH,FALSE,LOW,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
ZERO,FALSE,HIGH,LOW,FALSE,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,FALSE,FALSE,LOW,NORMAL,LOW,HIGH,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,FALSE,LOW,HIGH,FALSE,HIGH,NORMAL,FALSE,FALSE,ZERO,NORMAL,ZERO,FALSE
